CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
12524,1,116,3122.48,5,5,5,15,High Value
12527,133,15,284.92,1,2,2,5,Lost
12528,115,44,771.66,1,4,4,9,Medium Value
12530,72,27,805.0,2,3,4,9,Medium Value
12535,25,18,371.45,4,2,3,9,Medium Value
12539,101,230,4517.69,2,5,5,12,High Value
12540,25,188,5621.51,4,5,5,14,High Value
12541,12,28,536.14,5,3,3,11,Medium Value
12545,98,34,628.15,2,3,3,8,Low Value
12547,36,8,207.79999999999998,4,1,2,7,Low Value
12548,5,5,95.19999999999999,5,1,1,7,Low Value
12553,43,97,1734.62,3,5,5,13,High Value
12557,95,9,4234.62,2,1,5,8,Low Value
12559,149,21,561.71,1,2,3,6,Low Value
12561,141,16,238.85,1,2,2,5,Lost
12562,15,49,955.23,5,4,4,13,High Value
12564,100,21,456.9,2,2,3,7,Low Value
12565,127,9,145.92,1,1,1,3,Lost
12567,18,193,4164.72,4,5,5,14,High Value
12569,1,55,1401.74,5,4,5,14,High Value
12573,66,28,160.54000000000002,2,3,1,6,Low Value
12574,154,11,218.45,1,1,2,4,Lost
12576,57,30,421.65,3,3,3,9,Medium Value
12578,169,70,1608.66,1,4,5,10,Medium Value
12580,85,24,415.7,2,3,3,8,Low Value
12582,77,22,511.36,2,3,3,8,Low Value
12583,10,101,2804.0099999999998,5,5,5,15,High Value
12584,24,27,622.74,4,3,3,10,Medium Value
12585,73,22,777.25,2,3,4,9,Medium Value
12590,50,68,9864.26,3,4,5,12,High Value
12591,156,26,452.84999999999997,1,3,3,7,Low Value
12592,52,9,231.8,3,1,2,6,Low Value
12593,57,11,236.0,3,1,2,6,Low Value
12594,22,71,1807.95,4,4,5,13,High Value
12596,81,15,269.95,2,2,2,6,Low Value
12597,22,78,1428.81,4,5,5,14,High Value
12598,59,47,1285.74,3,4,4,11,Medium Value
12599,3,37,598.14,5,3,3,11,Medium Value
12600,43,24,1041.16,3,3,4,10,Medium Value
12601,28,28,577.0600000000001,4,3,3,10,Medium Value
12604,100,10,178.5,2,1,1,4,Lost
12609,25,43,800.73,4,4,4,12,High Value
12613,36,74,1462.52,4,5,5,14,High Value
12614,116,20,315.6,1,2,2,5,Lost
12615,7,31,634.74,5,3,3,11,Medium Value
12616,136,11,255.6,1,1,2,4,Lost
12619,73,12,631.66,2,2,3,7,Low Value
12620,43,33,561.66,3,3,3,9,Medium Value
12621,15,205,6655.52,5,5,5,15,High Value
12622,71,11,180.1,2,1,1,4,Lost
12623,115,18,305.1,1,2,2,5,Lost
12624,16,19,299.94,5,2,2,9,Medium Value
12625,50,86,2683.82,3,5,5,13,High Value
12626,1,103,2088.84,5,5,5,15,High Value
12633,35,72,1729.55,4,5,5,14,High Value
12637,78,145,2387.15,2,5,5,12,High Value
12639,77,22,486.1,2,3,3,8,Low Value
12643,11,16,2142.42,5,2,5,12,High Value
12645,58,36,798.9,3,3,4,10,Medium Value
12647,38,26,1108.71,3,3,4,10,Medium Value
12649,51,17,375.0,3,2,3,8,Low Value
12651,173,9,114.0,1,1,1,3,Lost
12652,170,48,919.98,1,4,4,9,Medium Value
12653,135,16,779.1,1,2,4,7,Low Value
12654,36,22,337.75,4,3,2,9,Medium Value
12656,42,32,1659.6,3,3,5,11,Medium Value
12662,26,93,1576.6000000000001,4,5,5,14,High Value
12664,71,9,1303.5800000000002,2,1,4,7,Low Value
12665,163,3,63.0,1,1,1,3,Lost
12668,98,99,2454.6,2,5,5,12,High Value
12669,87,70,2272.6,2,4,5,11,Medium Value
12670,38,35,1026.3899999999999,3,3,4,10,Medium Value
12672,168,10,225.89999999999998,1,1,2,4,Lost
12673,165,23,220.9,1,3,2,6,Low Value
12674,9,37,976.8,5,3,4,12,High Value
12676,29,24,828.95,4,3,4,11,Medium Value
12678,26,67,5670.08,4,4,5,13,High Value
12679,44,44,906.38,3,4,4,11,Medium Value
12681,26,323,6636.73,4,5,5,14,High Value
12682,16,214,4987.09,5,5,5,15,High Value
12683,23,145,4023.85,4,5,5,14,High Value
12684,9,58,1379.48,5,4,5,14,High Value
12690,44,16,389.01,3,2,3,8,Low Value
12691,157,10,226.2,1,1,2,4,Lost
12693,50,32,630.77,3,3,3,9,Medium Value
12694,22,20,439.5,4,2,3,9,Medium Value
12695,49,6,89.25,3,1,1,5,Lost
12697,8,19,390.5,5,2,3,10,Medium Value
12700,54,62,1092.43,3,4,4,11,Medium Value
12701,81,21,337.08,2,2,2,6,Low Value
12704,8,13,329.56,5,2,2,9,Medium Value
12705,40,116,2306.1,3,5,5,13,High Value
12707,130,33,603.42,1,3,3,7,Low Value
12708,18,84,1431.5,4,5,5,14,High Value
12709,29,84,3807.44,4,5,5,14,High Value
12710,40,44,718.96,3,4,4,11,Medium Value
12712,21,71,2424.25,4,4,5,13,High Value
12714,18,122,2275.18,4,5,5,14,High Value
12717,84,31,609.74,2,3,3,8,Low Value
12720,8,126,1961.57,5,5,5,15,High Value
12721,22,87,1412.31,4,5,5,14,High Value
12724,12,18,280.36,5,2,2,9,Medium Value
12726,23,61,1297.04,4,4,4,12,High Value
12727,26,109,2800.4,4,5,5,14,High Value
12728,96,33,617.31,2,3,3,8,Low Value
12731,14,131,8517.77,5,5,5,15,High Value
12732,18,12,236.26000000000002,4,2,2,8,Low Value
12733,73,22,383.95,2,3,3,8,Low Value
12735,154,43,779.5699999999999,1,4,4,9,Medium Value
12736,171,4,234.0,1,1,2,4,Lost
12744,87,113,10262.65,2,5,5,12,High Value
12747,3,48,1761.43,5,4,5,14,High Value
12748,1,909,7176.44,5,5,5,15,High Value
12749,52,43,859.1,3,4,4,11,Medium Value
12753,87,81,9349.92,2,5,5,12,High Value
12754,74,63,3010.74,2,4,5,11,Medium Value
12755,119,3,17.549999999999997,1,1,1,3,Lost
12757,24,94,4445.43,4,5,5,14,High Value
12758,115,56,1570.19,1,4,5,10,Medium Value
12759,10,66,1082.52,5,4,4,13,High Value
12764,155,45,1693.88,1,4,5,10,Medium Value
12766,79,134,2866.42,2,5,5,12,High Value
12769,77,32,1143.6,2,3,4,9,Medium Value
12770,49,12,1351.45,3,2,5,10,Medium Value
12775,28,52,1164.68,4,4,4,12,High Value
12778,22,31,492.06,4,3,3,10,Medium Value
12779,28,96,2751.25,4,5,5,14,High Value
12781,123,15,549.26,1,2,3,6,Low Value
12782,92,46,1099.45,2,4,4,10,Medium Value
12787,31,8,158.1,4,1,1,6,Low Value
12790,31,21,324.92,4,2,2,8,Low Value
12792,95,25,400.53999999999996,2,3,3,8,Low Value
12793,173,17,413.68,1,2,3,6,Low Value
12798,9,6,1607.04,5,1,5,11,Medium Value
12802,25,25,427.58,4,3,3,10,Medium Value
12808,23,9,151.95000000000002,4,1,1,6,Low Value
12809,16,25,489.31,5,3,3,11,Medium Value
12811,99,31,514.85,2,3,3,8,Low Value
12815,37,31,615.36,4,3,3,10,Medium Value
12816,15,15,318.65000000000003,5,2,2,9,Medium Value
12817,120,4,166.04,1,1,1,3,Lost
12818,100,14,1542.08,2,2,5,9,Medium Value
12820,165,11,170.46,1,1,1,3,Lost
12821,53,6,92.72,3,1,1,5,Lost
12823,93,3,994.5,2,1,4,7,Low Value
12826,17,47,663.62,4,4,3,11,Medium Value
12829,175,6,207.25,1,1,2,4,Lost
12830,10,13,2221.84,5,2,5,12,High Value
12831,101,9,215.05,2,1,2,5,Lost
12834,121,18,312.38,1,2,2,5,Lost
12836,58,101,1661.4,3,5,5,13,High Value
12837,12,12,134.1,5,2,1,8,Low Value
12839,22,63,962.92,4,4,4,12,High Value
12840,21,90,2150.77,4,5,5,14,High Value
12841,19,177,1633.47,4,5,5,14,High Value
12842,147,14,310.73,1,2,2,5,Lost
12843,7,90,1398.01,5,5,5,15,High Value
12845,106,27,354.09,2,3,2,7,Low Value
12849,107,34,668.8499999999999,1,3,4,8,Low Value
12852,133,17,311.55,1,2,2,5,Lost
12853,78,42,885.0,2,4,4,10,Medium Value
12854,80,76,810.37,2,5,4,11,Medium Value
12857,49,46,1106.4,3,4,4,11,Medium Value
12866,122,26,559.12,1,3,3,7,Low Value
12867,4,287,1980.51,5,5,5,15,High Value
12868,24,95,1403.76,4,5,5,14,High Value
12871,46,4,132.0,3,1,1,5,Lost
12872,165,28,221.44,1,3,2,6,Low Value
12873,121,4,374.0,1,1,3,5,Lost
12876,35,34,726.43,4,3,4,11,Medium Value
12877,16,46,808.77,5,4,4,13,High Value
12878,75,47,854.99,2,4,4,10,Medium Value
12881,114,7,298.0,1,1,2,4,Lost
12886,58,47,775.0,3,4,4,11,Medium Value
12888,53,5,354.12,3,1,2,6,Low Value
12891,24,3,331.0,4,1,2,7,Low Value
12897,43,4,216.5,3,1,2,6,Low Value
12901,2,71,9558.44,5,4,5,14,High Value
12902,103,10,138.68,2,1,1,4,Lost
12904,11,32,244.69,5,3,2,10,Medium Value
12908,15,2,750.0,5,1,4,10,Medium Value
12909,40,65,1528.37,3,4,5,12,High Value
12910,36,30,1142.5,4,3,4,11,Medium Value
12913,121,11,448.77000000000004,1,1,3,5,Lost
12916,40,77,2251.58,3,5,5,13,High Value
12919,8,10,206.2,5,1,2,8,Low Value
12921,23,264,5383.52,4,5,5,14,High Value
12924,37,15,655.27,4,2,3,9,Medium Value
12928,80,21,387.7,2,2,3,7,Low Value
12929,150,8,117.85,1,1,1,3,Lost
12930,10,14,221.56,5,2,2,9,Medium Value
12931,42,12,3743.7,3,2,5,10,Medium Value
12933,10,49,357.49,5,4,2,11,Medium Value
12935,42,53,866.23,3,4,4,11,Medium Value
12937,36,28,428.23,4,3,3,10,Medium Value
12939,112,26,7228.32,1,3,5,9,Medium Value
12942,36,8,137.77,4,1,1,6,Low Value
12945,127,23,462.95,1,3,3,7,Low Value
12947,21,66,1075.65,4,4,4,12,High Value
12948,53,53,886.26,3,4,4,11,Medium Value
12949,45,115,2250.7,3,5,5,13,High Value
12951,12,45,751.78,5,4,4,13,High Value
12955,7,49,991.38,5,4,4,13,High Value
12956,145,19,108.07,1,2,1,4,Lost
12957,25,108,1715.29,4,5,5,14,High Value
12970,161,8,23.8,1,1,1,3,Lost
12971,7,132,4779.45,5,5,5,15,High Value
12974,36,8,144.8,4,1,1,6,Low Value
12976,50,22,738.6,3,3,4,10,Medium Value
12980,15,16,5646.78,5,2,5,12,High Value
12982,81,28,390.54,2,3,3,8,Low Value
12987,36,14,304.3,4,2,2,8,Low Value
12988,131,83,505.82,1,5,3,9,Medium Value
12989,39,20,3125.44,3,2,5,10,Medium Value
12990,24,7,263.9,4,1,2,7,Low Value
12993,46,12,175.29999999999998,3,2,1,6,Low Value
12994,107,22,352.6,1,3,2,6,Low Value
12997,75,33,608.47,2,3,3,8,Low Value
12999,35,28,455.88,4,3,3,10,Medium Value
13000,98,19,256.78,2,2,2,6,Low Value
13001,23,274,7812.5,4,5,5,14,High Value
13002,157,7,120.94999999999999,1,1,1,3,Lost
13003,53,4,59.050000000000004,3,1,1,5,Lost
13004,7,203,2791.57,5,5,5,15,High Value
13005,12,26,513.7,5,3,3,11,Medium Value
13008,162,14,229.46999999999997,1,2,2,5,Lost
13012,52,35,707.39,3,3,4,10,Medium Value
13013,51,40,843.95,3,4,4,11,Medium Value
13014,8,50,1788.78,5,4,5,14,High Value
13015,36,88,1763.04,4,5,5,14,High Value
13018,18,247,3852.9,4,5,5,14,High Value
13021,5,51,995.12,5,4,4,13,High Value
13026,59,6,243.71999999999997,3,1,2,6,Low Value
13027,72,9,2400.0,2,1,5,8,Low Value
13035,99,12,333.0,2,2,2,6,Low Value
13037,58,33,577.32,3,3,3,9,Medium Value
13038,22,22,591.76,4,3,3,10,Medium Value
13043,112,13,516.42,1,2,3,6,Low Value
13044,130,33,560.47,1,3,3,7,Low Value
13046,105,14,197.72,2,2,1,5,Lost
13047,12,97,1867.45,5,5,5,15,High Value
13048,77,76,923.42,2,5,4,11,Medium Value
13049,157,7,153.78,1,1,1,3,Lost
13050,24,194,2259.2599999999998,4,5,5,14,High Value
13052,51,18,348.15000000000003,3,2,2,7,Low Value
13055,52,22,344.86,3,3,2,8,Low Value
13059,88,8,183.4,2,1,1,4,Lost
13060,92,15,307.53,2,2,2,6,Low Value
13062,30,11,346.98,4,1,2,7,Low Value
13064,166,9,203.3,1,1,1,3,Lost
13068,158,1,165.0,1,1,1,3,Lost
13069,19,215,2261.13,4,5,5,14,High Value
13070,31,9,228.8,4,1,2,7,Low Value
13072,105,7,177.15,2,1,1,4,Lost
13077,129,48,262.47,1,4,2,7,Low Value
13078,2,166,4362.42,5,5,5,15,High Value
13080,18,6,58.08,4,1,1,6,Low Value
13081,56,502,12096.73,3,5,5,13,High Value
13082,15,62,2245.53,5,4,5,14,High Value
13085,134,13,278.1,1,2,2,5,Lost
13089,9,948,25670.96,5,5,5,15,High Value
13090,14,53,2935.2200000000003,5,4,5,14,High Value
13092,50,14,254.3,3,2,2,7,Low Value
13093,114,110,4036.96,1,5,5,11,Medium Value
13094,30,12,869.4000000000001,4,2,4,10,Medium Value
13097,12,255,3694.86,5,5,5,15,High Value
13098,8,243,9574.22,5,5,5,15,High Value
13101,73,8,101.19,2,1,1,4,Lost
13102,12,179,3331.68,5,5,5,15,High Value
13104,106,2,111.96,2,1,1,4,Lost
13107,14,36,935.22,5,3,4,12,High Value
13110,96,79,732.49,2,5,4,11,Medium Value
13113,1,144,9271.050000000001,5,5,5,15,High Value
13115,23,55,878.55,4,4,4,12,High Value
13117,56,33,363.21999999999997,3,3,3,9,Medium Value
13118,47,48,799.7,3,4,4,11,Medium Value
13120,77,1,30.599999999999998,2,1,1,4,Lost
13121,108,50,283.73,1,4,2,7,Low Value
13122,79,54,903.67,2,4,4,10,Medium Value
13124,91,82,1260.15,2,5,4,11,Medium Value
13126,92,53,853.98,2,4,4,10,Medium Value
13131,26,14,324.9,4,2,2,8,Low Value
13132,100,3,77.3,2,1,1,4,Lost
13133,112,7,109.8,1,1,1,3,Lost
13134,22,46,885.74,4,4,4,12,High Value
13135,35,1,3096.0,4,1,5,10,Medium Value
13136,51,30,574.46,3,3,3,9,Medium Value
13137,91,170,847.44,2,5,4,11,Medium Value
13138,79,12,193.62,2,2,1,5,Lost
13139,54,34,1170.02,3,3,4,10,Medium Value
13141,53,89,1401.03,3,5,5,13,High Value
13144,171,3,110.95,1,1,1,3,Lost
13148,71,140,1469.98,2,5,5,12,High Value
13149,128,18,376.74,1,2,3,6,Low Value
13151,134,74,1257.8700000000001,1,5,4,10,Medium Value
13155,165,11,189.5,1,1,1,3,Lost
13157,80,25,497.94,2,3,3,8,Low Value
13158,157,19,256.40999999999997,1,2,2,5,Lost
13161,152,8,112.75,1,1,1,3,Lost
13162,23,60,1305.44,4,4,4,12,High Value
13166,122,41,417.2,1,4,3,8,Low Value
13168,38,107,953.0600000000001,3,5,4,12,High Value
13169,91,6,505.2,2,1,3,6,Low Value
13171,138,23,140.35,1,3,1,5,Lost
13174,155,69,665.0,1,4,3,8,Low Value
13178,10,129,2600.93,5,5,5,15,High Value
13183,47,37,1527.0800000000002,3,3,5,11,Medium Value
13184,23,95,919.97,4,5,4,13,High Value
13185,106,1,71.4,2,1,1,4,Lost
13187,176,37,236.02,1,3,2,6,Low Value
13192,44,33,464.32,3,3,3,9,Medium Value
13196,101,34,512.13,2,3,3,8,Low Value
13198,88,119,1703.2,2,5,5,12,High Value
13199,11,43,3453.76,5,4,5,14,High Value
13203,81,10,165.71,2,1,1,4,Lost
13208,45,93,693.96,3,5,4,12,High Value
13209,66,133,2043.59,2,5,5,12,High Value
13213,22,33,551.53,4,3,3,10,Medium Value
13216,106,5,333.74,2,1,2,5,Lost
13220,24,17,726.49,4,2,4,10,Medium Value
13221,79,31,349.25,2,3,2,7,Low Value
13223,39,5,163.20000000000002,3,1,1,5,Lost
13225,35,15,2535.16,4,2,5,11,Medium Value
13226,112,16,108.21000000000001,1,2,1,4,Lost
13227,40,9,257.7,3,1,2,6,Low Value
13229,64,10,160.95,2,1,1,4,Lost
13230,40,335,1670.18,3,5,5,13,High Value
13232,19,130,861.45,4,5,4,13,High Value
13233,175,17,304.24,1,2,2,5,Lost
13235,51,58,1031.07,3,4,4,11,Medium Value
13238,2,11,227.70000000000002,5,1,2,8,Low Value
13239,100,22,329.56,2,3,2,7,Low Value
13240,12,31,329.54,5,3,2,10,Medium Value
13242,52,5,104.0,3,1,1,5,Lost
13243,42,57,585.12,3,4,3,10,Medium Value
13246,15,112,1838.51,5,5,5,15,High Value
13248,28,21,387.46999999999997,4,2,3,9,Medium Value
13249,100,2,291.84000000000003,2,1,2,5,Lost
13253,178,16,476.48,1,2,3,6,Low Value
13258,44,13,198.87,3,2,1,6,Low Value
13261,107,9,944.1,1,1,4,6,Low Value
13262,102,11,200.29,2,1,1,4,Lost
13263,2,919,3963.98,5,5,5,15,High Value
13265,22,61,1450.66,4,4,5,13,High Value
13266,24,86,1826.43,4,5,5,14,High Value
13267,38,77,1587.84,3,5,5,13,High Value
13268,8,294,2117.81,5,5,5,15,High Value
13269,18,150,1695.55,4,5,5,14,High Value
13280,155,75,682.96,1,5,4,10,Medium Value
13282,1,22,773.1,5,3,4,12,High Value
13283,24,2,25.5,4,1,1,6,Low Value
13284,169,13,201.19,1,2,1,4,Lost
13285,65,82,1173.27,2,5,4,11,Medium Value
13292,123,14,249.57,1,2,2,5,Lost
13294,28,54,873.74,4,4,4,12,High Value
13299,107,5,142.5,1,1,1,3,Lost
13300,8,20,371.89,5,2,3,10,Medium Value
13301,61,41,327.77,3,4,2,9,Medium Value
13305,84,20,504.04999999999995,2,2,3,7,Low Value
13308,42,26,814.95,3,3,4,10,Medium Value
13309,45,47,546.64,3,4,3,10,Medium Value
13310,45,52,817.65,3,4,4,11,Medium Value
13313,54,31,609.74,3,3,3,9,Medium Value
13316,93,11,1622.48,2,1,5,8,Low Value
13317,37,54,1075.93,4,4,4,12,High Value
13319,8,199,4032.36,5,5,5,15,High Value
13320,52,36,508.61,3,3,3,9,Medium Value
13324,42,34,3148.89,3,3,5,11,Medium Value
13327,24,44,1127.35,4,4,4,12,High Value
13328,155,17,1308.48,1,2,5,8,Low Value
13330,24,27,728.22,4,3,4,11,Medium Value
13334,29,213,2708.59,4,5,5,14,High Value
13339,39,54,860.12,3,4,4,11,Medium Value
13340,115,51,3678.03,1,4,5,10,Medium Value
13341,99,42,775.85,2,4,4,10,Medium Value
13343,16,19,353.43,5,2,2,9,Medium Value
13344,116,68,1656.15,1,4,5,10,Medium Value
13345,126,20,389.5,1,2,3,6,Low Value
13357,96,89,609.4,2,5,3,10,Medium Value
13358,107,29,439.03,1,3,3,7,Low Value
13362,84,93,1581.53,2,5,5,12,High Value
13365,56,39,700.6,3,4,4,11,Medium Value
13368,95,29,623.4,2,3,3,8,Low Value
13373,115,50,987.7,1,4,4,9,Medium Value
13376,42,39,770.0,3,4,4,11,Medium Value
13381,46,51,1071.35,3,4,4,11,Medium Value
13382,119,15,222.99,1,2,2,5,Lost
13384,17,54,1172.6,4,4,4,12,High Value
13385,168,35,534.57,1,3,3,7,Low Value
13389,71,18,257.89,2,2,2,6,Low Value
13391,42,1,59.8,3,1,1,5,Lost
13394,53,56,935.33,3,4,4,11,Medium Value
13395,24,21,307.72,4,2,2,8,Low Value
13396,158,15,387.27000000000004,1,2,3,6,Low Value
13397,22,27,980.47,4,3,4,11,Medium Value
13398,31,26,457.34,4,3,3,10,Medium Value
13404,51,9,217.81,3,1,2,6,Low Value
13405,43,25,557.45,3,3,3,9,Medium Value
13408,5,194,9879.63,5,5,5,15,High Value
13410,26,15,545.04,4,2,3,9,Medium Value
13414,135,1,390.0,1,1,3,5,Lost
13417,44,10,236.0,3,1,2,6,Low Value
13418,3,128,2198.7,5,5,5,15,High Value
13420,9,4,55.8,5,1,1,7,Low Value
13421,129,64,825.04,1,4,4,9,Medium Value
13425,7,54,1174.65,5,4,4,13,High Value
13426,21,74,1221.7,4,5,4,13,High Value
13427,54,9,214.5,3,1,2,6,Low Value
13435,28,21,443.72,4,2,3,9,Medium Value
13437,8,93,1661.73,5,5,5,15,High Value
13439,94,54,283.71,2,4,2,8,Low Value
13448,57,37,593.72,3,3,3,9,Medium Value
13450,43,21,678.54,3,2,4,9,Medium Value
13451,50,246,1589.48,3,5,5,13,High Value
13452,98,2,590.0,2,1,3,6,Low Value
13453,4,17,356.97999999999996,5,2,2,9,Medium Value
13456,14,20,425.06,5,2,3,10,Medium Value
13458,8,209,5375.0,5,5,5,15,High Value
13461,2,12,576.4,5,2,3,10,Medium Value
13462,91,9,151.5,2,1,1,4,Lost
13466,23,17,307.9,4,2,2,8,Low Value
13468,18,140,2782.84,4,5,5,14,High Value
13473,171,12,241.26,1,2,2,5,Lost
13474,75,62,226.84,2,4,2,8,Low Value
13475,30,86,1431.78,4,5,5,14,High Value
13476,17,58,1238.47,4,4,4,12,High Value
13477,9,41,765.79,5,4,4,13,High Value
13479,39,15,300.95,3,2,2,7,Low Value
13481,31,60,978.99,4,4,4,12,High Value
13482,71,11,184.64,2,1,1,4,Lost
13484,80,8,313.8,2,1,2,5,Lost
13485,72,23,454.24,2,3,3,8,Low Value
13487,52,13,215.65,3,2,2,7,Low Value
13488,35,202,4148.51,4,5,5,14,High Value
13489,128,7,235.68,1,1,2,4,Lost
13491,86,60,835.23,2,4,4,10,Medium Value
13492,53,15,315.3,3,2,2,7,Low Value
13493,114,8,618.63,1,1,3,5,Lost
13494,150,18,316.26000000000005,1,2,2,5,Lost
13495,71,6,207.0,2,1,2,5,Lost
13497,121,10,194.55,1,1,1,3,Lost
13499,64,21,463.79,2,2,3,7,Low Value
13501,127,52,1340.32,1,4,5,10,Medium Value
13502,113,9,189.16,1,1,1,3,Lost
13505,5,123,2583.12,5,5,5,15,High Value
13506,155,9,157.4,1,1,1,3,Lost
13508,82,12,110.97,2,2,1,5,Lost
13509,93,28,650.02,2,3,3,8,Low Value
13510,22,38,585.3199999999999,4,3,3,10,Medium Value
13512,99,15,251.21,2,2,2,6,Low Value
13515,86,13,203.4,2,2,1,5,Lost
13516,77,7,146.0,2,1,1,4,Lost
13517,18,76,1101.86,4,5,4,13,High Value
13520,23,54,1788.58,4,4,5,13,High Value
13523,38,72,1802.29,3,5,5,13,High Value
13524,12,12,247.70000000000002,5,2,2,9,Medium Value
13525,87,2,282.88,2,1,2,5,Lost
13527,40,46,585.64,3,4,3,10,Medium Value
13529,43,7,181.1,3,1,1,5,Lost
13531,44,7,178.35,3,1,1,5,Lost
13533,21,75,269.09,4,5,2,11,Medium Value
13534,25,155,2669.88,4,5,5,14,High Value
13538,22,10,619.5,4,1,3,8,Low Value
13539,79,21,315.65,2,2,2,6,Low Value
13544,79,42,113.01,2,4,1,7,Low Value
13546,39,26,182.26,3,3,1,7,Low Value
13548,82,61,281.01,2,4,2,8,Low Value
13549,31,28,512.55,4,3,3,10,Medium Value
13551,158,4,91.80000000000001,1,1,1,3,Lost
13552,18,61,2279.09,4,4,5,13,High Value
13555,40,55,1590.05,3,4,5,12,High Value
13557,119,16,240.68,1,2,2,5,Lost
13561,54,14,141.85999999999999,3,2,1,6,Low Value
13562,84,24,603.27,2,3,3,8,Low Value
